ambig-acc,disambig-acc,consist,diff-bias_ambig,diff-bias_disambig,filename
29.86111111111111,36.11111111111111,32.34126984126984,1.6865079365079363,7.738095238095238,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_3_lower
30.059523809523807,35.51587301587302,29.761904761904763,-2.083333333333333,5.952380952380952,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_2_lower
27.579365079365083,37.79761904761904,20.634920634920636,-0.1984126984126984,4.761904761904762,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_2_upper
29.563492063492063,37.99603174603175,39.68253968253968,1.1904761904761905,7.738095238095238,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_4_lower
33.432539682539684,34.82142857142857,12.8968253968254,0.496031746031746,0.992063492063492,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_1_upper
28.17460317460317,37.40079365079365,22.02380952380952,-1.3888888888888888,6.15079365079365,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_4_upper
30.952380952380956,34.82142857142857,13.690476190476192,1.7857142857142856,2.1825396825396823,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_no_taskinst
31.944444444444443,35.21825396825397,25.396825396825395,-1.5873015873015872,4.9603174603174605,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_1_lower
27.579365079365083,38.69047619047619,30.15873015873016,-1.7857142857142856,6.547619047619048,result/mpt-7b/result_mosaicml-mpt-7b_eval_prompt_3_upper
30.753968253968257,35.11904761904761,3.968253968253968,-0.1984126984126984,-0.992063492063492,result/falcon-7b/result_tiiuae-falcon-7b_eval_prompt_4_lower
24.107142857142858,36.7063492063492,21.428571428571427,-0.8928571428571428,-0.5952380952380952,result/falcon-7b/result_tiiuae-falcon-7b_eval_prompt_1_upper
29.365079365079367,34.523809523809526,17.857142857142858,1.1904761904761905,1.7857142857142856,result/falcon-7b/result_tiiuae-falcon-7b_eval_prompt_no_taskinst
