model,Answer_Entropy,Log_Entropy,KL
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.30411299621630816,0.08381263936672269
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.34081174568949313,0.0015870194606593937
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.2526319654496204,0.12243917095232482
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.6362938898421111,0.16116273202363535
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.9778537377740557,0.41007845496317796
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.936888307539016,0.8926966923158042,0.8121617386661046
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.16433536817768285,0.03872937981711854
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.7640632669797143,0.360436297259895
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.7017951668073482,0.6792302464411415
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.6546478985389137,0.3184467857020377
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.22853883900655328,0.060396371488351246
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.6088010547493634,0.010430378051229518
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.08490325025076949,0.015698433450750542
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.7048010400558746,0.7229878685462104
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.3703357975663427,0.007211192281764092
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.7348737645520269,0.16831397149860516
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.2570854858778109,0.013410096822387009
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.6273856694957811,0.03130479165121121
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.6860792143833092,0.13419837607446422
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.3914151942286207,0.13530267486627756
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.6788580573049896,0.279994245506707
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.5110016910707582,0.1445230927427829
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.0656275123327758,0.012083291742420406
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.5901169828153177,0.07016425510676216
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.46875084735843126,0.19560732857946592
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.3172393588338109,0.2150833244891885
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.02216110431385427,0.0032230073859375896
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.6892630855239779,0.3615735342963099
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.11587147426465377,0.024700984128032403
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.936888307539016,0.8081783153184753,0.6154747556703042
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.16952979070670768,0.03795842446197777
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.79257877967965,0.2914460373300004
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.13650114123845344,0.02998371099036655
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.35915728194920876,0.6203359694660568
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.2577486675460219,0.013511642452925791
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.850855020405257,1.3134489153085607
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.1660179269834552,0.03896416140453989
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.41968008426207304,0.9812327356552382
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.18314893174679195,0.04345693573080657
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.44526448036974886,0.08774400851575268
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.2355842468441949,0.016591675882290907
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.6312465590045016,1.2244450702025496
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.04900915711323117,0.007469152306398274
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.7093979861909198,0.004986292228751719
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.40886744425525723,0.15263698270644985
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.6610794676018223,0.11509492769997437
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.030528084654797397,0.00446000171406877
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.7079815604829454,0.39318226552915875
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.28146166929656835,0.005814614392345405
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.7236531973281335,1.3895099450340205
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.04975169076821311,0.007703506660474346
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9950269901795212,0.7372186219246823,0.10742629556834608
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.19534041657641887,0.04987554513917056
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.7517510000923161,2.0288295070484104
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.08056790554065538,0.01460098881921479
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.6110436004219194,0.2916196151293581
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.10824294886642558,0.022612642903281084
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.3625762061884059,1.4657308301146363
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.16367103144046768,0.5413988876934461
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.5003495870952315,0.012183505802797624
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.019602294100497072,0.0025685086974051464
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9368883075390159,0.7335264045558765,2.0684323383895533
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.5964678611615355,0.008061787930746484
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.7619352023779207,0.294723069607618
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.9132765344527825,0.6481670624572304
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.18609409008775474,0.6335162235724233
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.43116886980306035,0.14819279430020318
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.37633555277204206,0.12274044280845657
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.602870287561795,0.011548036737886444
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9950269901795212,0.7214975649062964,0.659943105375812
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.04367511533612778,0.007003433534422875
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.3819064310056705,0.0023727583941081983
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.6200997900088141,0.13178078573923543
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.3307642567904773,0.009071259563133195
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.02075859201087562,0.0028437257113056768
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.9580149623998003,0.27035985298434456
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,1.033464962751262,0.3448431450854709
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.3591572900263508,0.620335965825548
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.38357873681495247,0.1140036917599137
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.37223941362250457,0.252182161694312
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.14174228556667598,0.8680717196182666
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.3752241098064138,0.6540287346331211
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.2369825327873655,0.06503272011595207
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.39828133868882476,0.032750132710496885
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.44956246200035543,0.08479330053816214
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.33102076063224967,0.07361003329403154
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.028584822563395014,0.0043044816970068695
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.5452024710144538,0.3457731358291625
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.022675274867978233,0.0032014622106376358
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.2770732435162112,0.06522613428653366
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.17482443321100286,0.04221027125103466
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,1.0608569471580214,0.863491836852332,0.33108991087453704
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.4125003075418009,0.1369376391023784
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.45930831662417004,1.2715538757489868
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.16766840628730242,0.039204960246765994
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.3866145618718672,0.13162094777034258
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.021305614993120447,0.003034401238963385
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.24649484363266033,0.06351221390510961
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.17239021758308165,0.04190048665177204
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.8066567777224898,0.2725708044569739
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.2882090161968123,0.0850702408380861
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.8486855577264172,0.9778834908043934,0.09802748395438926
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,1.0341415155896163,0.42819492541681764
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.9162380125873302,0.4982331523238513
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.07414230178571136,0.012918048264616894
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.936888307539016,1.0237046647535184,0.17553279988030923
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.9082054480523214,0.11133186017116102
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.31684686688628944,0.09469013296285236
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.22710623082898823,0.23572424198980776
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.9459484780746497,0.4777971247162013
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.7622134940273615,0.6238954310121132
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,1.0608569471580214,0.9417363037686839,0.42375322491581174
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.06742000208218797,0.011190696930766336
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.8486855577264172,0.95266357035262,0.11203712837999656
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.8982664394988833,0.12920405210327407
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.5539075852848836,0.22600420711070432
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.679785263051743,0.173767944367484
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.7706402415102199,0.03062694047947571
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.7267101096243541,0.022830299907263988
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.40341495221470935,0.10731250227311018
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.659681776356873,0.17027771838808411
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.5494144844933593,0.0691983516344442
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.6838310427199662,0.12051584826614475
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.42263007285208365,0.14631129091957293
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.4505489488991041,0.26137792379785624
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.6715255035897996,0.24391533189093947
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.9646745462749593,0.35372158389577624
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.6593461082838696,0.3528911490631021
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.42309852595341535,0.2356565962090416
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.8486855577264172,1.0977276057173029,0.2408021407831596
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6837389058487535,0.8566312207148414,0.10418952321718292
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.47613586094962534,0.1849511032840348
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.3374808226916914,0.2371156741803196
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,1.0784836112676472,0.847711108600606
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.8010572876218465,0.34813077593207764
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.7966932527432025,0.6728427160911231
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.173201195944248,0.03522677214286719
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.8448815240611006,0.07453635322046451
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.6362938922392061,0.011235836672065907
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.8486855577264172,0.7023057142223714,0.262026756682055
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.3255656506444999,0.003082651071300535
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.6940206281509833,0.10483296760282608
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,1.044179635050162,0.2964872621238334
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,1.0608569471580214,0.784104378878965,0.25414919873625197
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.2292113460783527,0.022247146825941415
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.5822143731300535,0.33960508798513445
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.8486855577264172,1.0751848135413398,0.1741649757957521
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.7171844658019677,0.10630297485429088
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.6081924780734822,0.09300678189273315
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.19047048376410364,0.21630721031044312
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.2507490690860871,0.3595674428597724
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.7841043611630681,0.08955662938570351
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.27369666726851716,0.10965912778814291
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.7370724046899193,0.6580732664820057
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.6893807055659791,0.21939739786899415
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.7175808410650646,0.253929148470159
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.16367103288320234,0.23028149186626426
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.6892905226957622,0.5308186621101533
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.671804817725159,0.3520244573350569
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.7236531696479142,0.3732898812343226
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.1587724463251823,0.03617376804702865
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.2516303600553645,0.835390820259857
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.8772817041984766,0.3866457383552911
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.7301153614658235,0.6980973572973314
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.27528884237357215,0.010262181207821656
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.8115004097887717,0.38389651600523017
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9950269901795212,1.067076096217241,0.10702568498347041
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,1.0608569471580214,0.6651810610417271,0.8870768318336777
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.24549317075449004,0.06627925455120888
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.34444848284330853,0.3266334747542352
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.936888307539016,0.7431600302541819,0.22351081098714515
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.42528153696372223,0.14154813183152853
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.6715254953271295,0.3985258457095186
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.5694632503645259,0.42063257090005535
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.6570814932824328,0.5102220044600247
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.6389628359274101,0.06158872318974837
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.5182649886709911,0.016293971258724255
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.7841043807799172,0.08398987392462165
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.4997322995874064,0.06246258483792356
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.6893807045531624,0.21939738014161933
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.7474477533602193,0.2360909984393571
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.7654767097556996,0.08951848659977407
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.9395090821674579,0.24585484322452178
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.6138660008882113,0.28413357785046356
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.24984130125498433,0.05660008562992464
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.3726684727648502,0.0971610509556595
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.5114631355131084,0.014672707778147895
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.6198068044561047,0.2797197358904224
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.21583273276781773,0.04637003683927305
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,-0.0,0.37266847652373136,0.09716105234781121
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.5297061990576545,0.41345310456975864,0.06230183264620647
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.6254006189072023,0.058613875041424374
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.9649629230074277,0.3512396831854172,0.8577674258896953
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.6389628356681549,0.09915675906466662
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.44298323416928553,0.4464004508743258
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6869615765973234,0.7547123331996968,0.23152992123271235
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.6365141682948128,0.9623713442249457,0.15904115466136523
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.8339568687843317,0.32095945791
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.8486855577264172,1.0813341976362731,0.19795426070985034
-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf,0.34883209584303193,0.7314310103561221,0.20793039631626972
